
Record#  PRONAME                        DES                     QTY      PRICE
   1588  CORSAIRE IMPRIME               1564935                   2     150.68
   1589  CORSAIRE IMPRIME               1564943                   2     150.68
   1590  CORSAIRE IMPRIME               1564951                   2     150.68
   1591  CORSAIRE IMPRIME               1564960                   2     150.68
   1592  ROBE TEE SHIRT                 1565206                   3     359.58
   1593  ROBE TEE SHIRT                 1565214                   3     359.58
   1594  ROBE TEE SHIRT                 1565222                   3     359.58
   1595  CEINTURE ECHARPE               1566474                   3     133.56
   1596  CEINTURE TUBE PIVOIN           1566547                   3     102.72
   1597  DEBARDEUR BOUTONNE             1566598                   2     171.24
   1598  DEBARDEUR BOUTONNE             1566601                   3     256.86
   1599  DEBARDEUR BOUTONNE             1566610                   2     171.24
   1600  JUPE IMPRIMEE                  1566709                   2     136.98
   1601  JUPE IMPRIMEE                  1566717                   3     205.47
   1602  JUPE IMPRIMEE                  1566725                   2     136.98
   1603  CALECON IMPRIME                1566750                   2     171.24
   1604  CALECON IMPRIME                1566768                   3     256.86
   1605  CALECON IMPRIME                1566776                   3     256.86
   1606  CALECON IMPRIME                1566784                   2     171.24
   1607  CHEMISE DE NUIT                1576984                   2      82.20
   1608  CHEMISE DE NUIT                1577000                   2      82.20
   1609  BERMUDA                        1582356                   2     119.86
   1610  BERMUDA                        1582364                   2     119.86
   1611  BERMUDA                        1582372                   2     119.86
   1612  BERMUDA                        1582437                   1      41.10
   1613  BERMUDA                        1582445                   1      41.10
   1614  BERMUDA                        1582453                   1      41.10
   1615  BERMUDA                        1582518                   2     106.16
   1616  BERMUDA                        1582526                   2     106.16
   1617  BERMUDA                        1582534                   2     106.16
   1618  SALOPETTE                      1582593                   1      66.78
   1619  SALOPETTE                      1582607                   1      66.78
   1620  SALOPETTE                      1582615                   1      66.78
   1621  SALOPETTE COURTE               1583557                   2     113.00
   1622  SALOPETTE COURTE               1583565                   2     113.00
   1623  SALOPETTE COURTE               1583573                   2     113.00
   1624  ROBE SANS MANCHE               1531514                   3     200.34
   1625  ROBE SANS MANCHE               1531522                   3     200.34
   1626  ROBE SANS MANCHE               1531530                   3     200.34
   1627  BARBOTEUSE CH.ET TR.           1531840                   3     261.99
   1628  BARBOTEUSE CH.ET TR.           1531859                   3     261.99
   1629  ROBE SANS MANCHES              1540297                   3     231.18
   1630  ROBE SANS MANCHES              1540300                   3     231.18
   1631  ROBE SANS MANCHES              1540319                   3     231.18
   1632  CHEMISIER COL OFFIC.           1566636                   2     171.24
   1633  CHEMISIER COL OFFIC.           1566644                   2     171.24
   1634  ROBE SS MANCHES                1582275                   2     154.12
   1635  ROBE SS MANCHES                1582283                   2     154.12
   1636  ROBE SS MANCHES                1582291                   2     154.12
   1637  ROBE SS MANCHES                1583220                   2     133.56
   1638  ROBE SS MANCHES                1583239                   2     133.56
   1639  ROBE SS MANCHES                1583247                   2     133.56
   1640  MAILLOT BAIN                                             1     126.00
   1641  MAILLOT BAIN                                             2     252.00
   1642  MAILLOT BAIN                                             2     252.00
   1643  MAILLOT BAIN                                             2     252.00
   1644  MAILLOT BAIN                                             2     252.00
   1645  TEE SHIRT MIXTE                                          2      24.00
   1646  TEE SHIRT MIXTE                                          2      24.00
   1647  MAILLOT DE BAIN                                          2     252.00
   1648  MAILLOT DE BAIN                                          2     252.00
   1649  MAILLOT DE BAIN                                          2     252.00
   1650  MAILLOT DE BAIN                                          2     252.00
   1651  MAILLOT DE BAIN                                          2     252.00
   1652  ENSEMBLE TEE SHIRT                                       4     205.00
   1653  ENSEMBLE TEE SHIRT                                       4     205.00
   1654  ENSEMBLE TEE SHIRT                                       4     205.00
   1655  BARBOTEUSE                                               3     164.00
   1656  BARBOTEUSE                                               3     164.00
   1657  TEE SHIRT PARAPLUIE                                      1      68.00
   1658  TEE SHIRT PARAPLUIE                                      1      68.00
   1659  TEE SHIRT PARAPLUIE                                      1      68.00
   1660  COMBISHORT JERSEY                                        1     120.00
   1661  COMBISHORT JERSEY                                        2     240.00
   1662  COMBISHORT JERSEY                                        2     240.00
   1663  COMBISHORT JERSEY                                        1     120.00
   1664  COMBISHORT JERSEY                                        1     120.00
   1665  COMBISHORT JERSEY                                        2     240.00
   1666  COMBISHORT JERSEY                                        1     120.00
   1667  COMBISHORT JERSEY                                        1     120.00
   1668  CHEMISE BOUTONNEE                                        1     103.00
   1669  CHEMISE BOUTONNEE                                        1     103.00
   1670  CHEMISE BOUTONNEE                                        1     103.00
   1671  MAILLOT DE BAIN                                          2     252.00
   1672  MAILLOT DE BAIN                                          2     252.00
   1673  MAILLOT DE BAIN                                          2     252.00
   1674  MAILLOT DE BAIN                                          2     252.00
   1675  MAILLOT DE BAIN                                          2     252.00
   1676  MAILLOT DE BAIN                                          2     252.00
   1677  MAILLOT DE BAIN                                          2     252.00
   1678  MAILLOT DE BAIN                                          2     252.00
   1679  LETTRE BOIS  ALPHABE                                    20     108.00
   1680  LETTRE BOIS  ALPHABE                                    20     108.00
   1681  LETTRE BOIS  ALPHABE                                    20     108.00
   1682  LETTRE BOIS  ALPHABE                                    20     108.00
   1683                                                           0       0.00
   1684  TIROIR DE LIT PIN              1447114                   2       6.26
   1685  DEC ARM+COM OURS PIN           1464175                   3     841.80
   1686  DEC ARM+COM COEUR PI           1464183                   3     841.80
   1687  LIT TRANSF OURS PIN            1464213                   3    3761.19
   1688  LIT TRANSF COEUR PIN           1464221                   3    3761.19
   1689  COMM 3 TIROIRS PIN             1464256                   6    8955.24
   1690  PLAN A LANGER                  1464779                   4     649.04
   1691  SOCQUETTE LAYETTE              1225472                   6      88.08
   1692  SOCQUETTE LAYETTE              1225480                   6      88.08
   1693  CHAUSSETTE                     1432095                  12     205.56
   1694  CHAUSSETTE                     1432109                  12     205.56
   1695  CHAUSSETTE                     1432117                  12     205.56
   1696  CHAUSSETTE                     1463578                   6     102.78
   1697  CHAUSSETTE                     1463586                   6     102.78
   1698  CHAUSSETTE                     1463594                   6     102.78
   1699  CHAUSSETTE ENFANT              1436708                   6     117.42
   1700  CHAUSSETTE ENFANT              1463659                   6     117.42
   1701  CHAUSSETTE ENFANT              1463667                   6     117.42
   1702   CALE NOURISSON                1260944                   8     431.20
   1703  BIBERON POLYC.240ML            1452525                  72     892.80
   1704  BIBERON POLYC.340ML            1452541                  62     902.10
   1705  TABLE A LANGER                 1540483                  14    2490.04
   1706  LIT BLANC 60X120               1462091                  10    5141.00
   1707  LIT PLIANT 120X60              1452061                  10    1886.40
   1708  TABLE A LANGER                 1451898                   8    1422.88
   1709  TRANSAT BALANCELLE             1462210                   6    1131.84
   1710  PRATILANGE                     1460765                   8    2155.92
   1711                                                           7    1509.13
   1712                                                           5    1077.95
   1713                                                          24    2586.96
   1714  TRANSAT BALANCELLE             1533835                   8    1509.12
   1715  TRANSAT BALANCELLE             1451960                   8    1509.12
   1716  BERCEAU PLIANT                 1460781                   3    1277.37
   1717  MAXI COSI PLUS                 1536702                  10    3718.90
   1718  PRATILANGE                     1540467                   8    2155.92
   1719  LIT PARC SIDNEY                1452070                   1     269.49
   1720  FLECHE+CIEL LIT BERC           1460790                   3     363.81
   1721  REDUCTEUR TRANSAT              1451995                   8     431.20
   1722  OMBRELLE                       1452312                   6     565.92
   1723  TAPIS PARC PVC                 1452479                   8     431.20
   1724  REDUCTEUR DE TRANSAT           1453300                   4     215.60
   1725  REDUCTEUR DE TRANSAT           1533851                   6     323.40
   1726  DRAP HOUSSE 40X80              1259890                   6     146.76
   1727  DRAP HOUS.60X120               1259903                  12     293.52
   1728  BRASSIERE CROISEE ML           1279335                  12     246.60
   1729  BODY CROISE                    1279599                  12     317.04
   1730  PARURE LIT IMP. T&Z            1450980                   4     587.08
   1731  PARURE LIT T&Z                 1451014                   1     146.77
   1732  PARURE LIT CHAT                1451022                   3     440.31
   1733  SORTIE BAIN "T&Z"              1451618                   3     278.85
   1734  SORTIE BAIN "T&Z"              1451642                   3     278.85
   1735  CULOTTE VOLANTEE               1519433                   5      70.95
   1736  PARURE LIT COCOTTE             1521284                   1     146.77
   1737  HOCHET CHAUSSETTE              1524925                  12     339.36
   1738  CISEAUX BEBE*                  1259610                  12     129.36
   1739  BIB VERRE 125ML*               1260790                  36     329.76
   1740  HOCHET "TWIN R."               1532090                   6     138.84
   1741  TAPIS D'EVEIL                  1461400                   3     447.27
   1742  LETTRE BOIS  ALPHABE           1518704                  20     154.20
   1743  LETTRE BOIS  ALPHABE           1518712                  15     115.65
   1744  VEHICULES ASSORTIS             1532197                  96     740.16
   1745  BIBERON POLYC.125ML            1452533                  38     430.16
   1746  THERMOMETRE CC                 1545442                   1      53.90
   1747  STERILISATEUR "P"              1573756                   2     431.18
   1748   MOUSTIQUAIRE LIT              1259512                   4     215.60
   1749  HOCHET EPONGE                  1448528                   2      77.12
   1750  ANNEAU DENTITION               1460560                   3      30.84
   1751  CASIER 6 BIBERONS              1460617                   4      64.68
   1752  LETTRE BOIS  ALPHABE           1518534                  20     154.20
   1753  LETTRE BOIS  ALPHABE           1518623                  10      77.10
   1754  LETTRE BOIS  ALPHABE           1518658                  20     154.20
   1755  LETTRE BOIS  ALPHABE           1518666                  20     154.20
   1756  LETTRE BOIS  ALPHABE           1518674                  15     115.65
   1757  LETTRE BOIS  ALPHABE           1518739                  10      77.10
   1758  LETTRE BOIS  ALPHABE           1518747                   5      38.55
   1759  HIPPO  ANNEAU                  1532049                   2      77.12
   1760  LUTIN ANNEAU                   1532057                   2      77.12
   1761  CHIEN A POUSSER                1537156                   6     108.00
   1762  BATEAU + 2 VOITURES            1537385                   4     143.96
   1763  CAMION + 2 VOITURES            1537407                   4     143.96
   1764  LIT NATUREL 60X120             1462105                   6    3084.60
   1765  PARC PVC TOM ET ZOE            1463381                   4     646.76
   1766  CHAISE MONACO PVC              1452380                   2     388.06
   1767  BERCEAU OSIER                  1258567                   1     916.25
   1768   LIT PARK'N PLAY               1345052                   2     856.96
   1769  EASY BOB                       1564889                   2     700.68
   1770  FLECHE COURONNE                1453068                   1     131.10
   1771  CHAISE  LAQUEE                 325422                    2     485.08
   1772  SUPPORT COUFFIN LAQU           1453076                   3     565.92
   1773  CORBEILLE RECT.NA              1258648                   1     156.30
   1774  OMBRELLE                       1260820                   3     282.96
   1775  TRANSAT DE BAIN                1261088                   6     371.88
   1776  DESSUS LIT T&Z                 1451111                   4     587.08
   1777  COUSSIN CHAISE PVC             1452517                   4     194.04
   1778  HOUSSE MAT. LANGER             1452681                   2     118.58
   1779  CORBEILLE RECT.                1452770                   1     156.30
   1780  OMBRELLE CHAT                  1520369                   2     188.64
   1781  TOUR DE LIT                    1521241                   2     293.54
   1782  COUSSIN DE CHAISE              1540173                   2      97.02
   1783  APPLIQUE "COCOTTE"             1545450                   1      80.85
   1784  PARE SOLEIL EASY BOB           1564870                   2     150.92
   1785  COUSSIN CHAISE PVC             1452509                   2      97.02
   1786  DESSUS LIT CHAMBRAY            1521187                   2     293.54
   1787  OREILLER LIT 40X60             1256491                   6     185.10
   1788  ENTOURAGE LIT T&Z              1451200                   4     587.08
   1789  ENTOURAGE LIT "CHAT"           1451243                   2     293.54
   1790  SAC POUSSETTE                  1455915                   2     398.84
   1791  PARE SOLEIL PLUS               1520334                   2     150.92
   1792  PARURE DE LIT                  1521179                   4     587.08
   1793  ENTOURAGE DE LIT               1521195                   2     293.54
   1794  DESSUS DE LIT                  1521250                   2     293.54
   1795  PARE SOLEIL PLUS               1533860                   2     150.92
   1796  MATELAS A LANGER PVC           1540289                   2     129.36
   1797  CHAISE HTE NATURELLE           325414                    6    1131.84
   1798  POUPONS N                      23132                     8    1850.72
   1799  PORTE BEBE LUXE                1462261                   2     280.26
   1800  POUSSETTE DUO MARINE           1451707                   2    1455.22
   1801  BAIG. ANATOMIQUE               9140441                  24    1034.88
   1802  MAXI TAXI                      1576518                   6    1940.34
   1803  PORTE BB LUXE                  1451910                   2     280.26
   1804  TOISE  "CHAT"                  1452835                   1      97.02
   1805  PORTE BEBE PANORAMIC           1550233                   2     344.94
   1806  BODY MCHE COURTE               1280287                  12     246.60
   1807  BODY MCHE COURTE               1280295                  12     246.60
   1808  BODY MCHE COURTE               1280309                  12     246.60
   1809  BODY MCHE COURTE               1280317                  12     246.60
   1810  BODY MCHE COURTE               1288792                   6     138.00
   1811  BODY MCHE COURTE               1288806                   6     138.00
   1812  BODY ML                        1450786                   6     161.46
   1813  BODY ML                        1450794                   6     161.46
   1814  BODY ML                        1450808                   6     161.46
   1815  BODY ML                        1450875                   6     173.22
   1816  BODY ML                        1450883                   6     173.22
   1817  BODY ML                        1450891                   6     173.22
   1818  BODY ML                        1450905                   6     173.22
   1819  BRASSIERE TRICOT/GAZETTE/BASIC 1475126                  12     528.36
   1820  BRASSIERE TRICOT               1475134                  12     528.36
   1821  CLASSIC                        7825                      6     299.00
   1822  PACK-IT                        9130                      6     180.00
